Label,Value,Date
"Utility Bill",-86.50,"1988-11-28 20:36:35"
"Utility Bill",-137.99,"1977-09-18 19:59:48"
"Utility Bill",-68.83,"2014-04-06 02:23:04"
"Lottery",95.27,"1975-07-05 20:25:22"
"Utility Bill",-47.24,"2006-01-14 18:34:25"
"Lottery",545.38,"1987-12-29 15:46:30"
"Car Insurance",-152.78,"2016-05-05 04:55:46"
"Rent",-57.02,"1992-06-19 22:22:51"
"Rent",-107.12,"2006-07-08 08:17:06"
"Car Insurance",-150.61,"2019-07-09 11:04:08"
"Salary",215.45,"2018-02-18 16:32:02"
"Rent",-94.13,"2001-11-18 19:46:22"
"Lottery",200.57,"1991-01-30 03:37:49"
"Groceries",-74.12,"1991-08-02 13:39:40"
"Utility Bill",-162.40,"1979-01-16 10:23:59"
"Salary",732.64,"1986-11-20 05:16:52"
"Groceries",-25.75,"1984-05-23 08:56:04"
"Groceries",-19.22,"2000-07-11 15:57:57"
"Salary",404.62,"2018-10-28 04:44:29"
"Refund",316.59,"2001-03-19 19:53:46"
"Groceries",-61.28,"1988-01-02 12:41:08"
"Rent",-13.10,"1991-06-04 21:35:22"
"Groceries",-15.89,"2010-12-15 12:31:12"
"Car Insurance",-132.01,"2010-07-22 19:36:40"
"Groceries",-227.32,"1990-09-17 15:37:31"
"Salary",571.51,"1980-03-05 08:44:54"
"Car Insurance",-232.69,"1971-02-28 14:00:02"
"Utility Bill",-196.48,"1976-04-15 16:30:18"
"Refund",558.36,"1991-09-26 05:42:58"
"Groceries",-112.85,"1998-01-06 11:07:12"
"Utility Bill",-222.74,"1991-08-23 22:01:52"
"Car Insurance",-70.30,"2000-08-05 10:47:35"
"Groceries",-150.87,"2019-06-18 22:55:50"
"Groceries",-165.60,"2008-01-28 05:21:10"
"Refund",619.51,"2016-05-02 17:51:52"
"Refund",700.53,"2002-10-19 14:56:03"
"Salary",423.83,"2010-01-04 06:36:22"
"Car Insurance",-79.85,"1971-12-04 13:24:51"
"Utility Bill",-212.61,"1986-04-09 10:23:50"
"Groceries",-28.12,"1994-04-10 20:58:43"
"Car Insurance",-183.58,"2005-09-13 15:50:51"
"Car Insurance",-174.20,"1999-10-10 07:07:43"
"Groceries",-151.63,"1999-05-06 08:02:48"
"Refund",730.69,"1981-06-19 16:42:22"
"Lottery",348.03,"1973-01-13 22:30:16"
"Car Insurance",-24.24,"2012-02-27 01:41:50"
"Car Insurance",-17.90,"2002-03-23 14:21:48"
"Salary",745.32,"2017-02-28 00:51:30"
"Groceries",-205.45,"1986-05-19 12:33:04"
"Car Insurance",-177.24,"1977-08-02 07:53:41"
"Utility Bill",-220.43,"1997-04-28 22:21:31"
"Utility Bill",-170.54,"1986-01-03 21:58:14"
"Groceries",-26.75,"1992-11-06 18:59:58"
"Lottery",839.64,"2014-06-01 02:42:21"
"Groceries",-148.40,"2016-06-07 20:03:57"
"Groceries",-111.51,"1976-07-03 17:41:22"
"Rent",-125.50,"2007-11-09 15:02:31"
"Groceries",-116.76,"1972-04-15 11:58:49"
"Rent",-152.87,"2010-04-13 22:49:26"
"Rent",-26.18,"1989-08-08 04:42:41"
"Rent",-136.77,"1987-05-13 09:34:05"
"Car Insurance",-230.47,"1990-04-27 13:18:49"
"Groceries",-7.51,"1974-10-29 16:08:55"
"Groceries",-248.05,"2010-05-13 22:44:17"
"Utility Bill",-84.16,"2007-06-29 12:53:30"
"Rent",-119.56,"1970-07-12 23:55:57"
"Utility Bill",-67.21,"1983-03-27 06:07:42"
"Utility Bill",-95.52,"2004-10-09 21:32:08"
"Salary",802.07,"1998-11-30 12:22:58"
"Utility Bill",-109.33,"1992-02-10 01:04:06"
"Rent",-88.04,"2004-01-12 03:58:15"
"Salary",166.60,"1980-09-19 10:18:12"
"Groceries",-129.28,"1977-11-21 02:41:55"
"Groceries",-57.99,"1981-12-16 08:12:40"
"Car Insurance",-62.93,"2016-09-16 01:20:43"
"Refund",658.87,"1984-07-17 01:25:49"
"Salary",994.32,"1980-08-30 01:51:57"
"Rent",-206.85,"1976-06-24 18:04:50"
"Utility Bill",-37.61,"1999-07-28 08:46:00"
"Lottery",765.35,"1997-01-22 03:17:51"
"Lottery",890.99,"1987-12-30 08:34:25"
"Groceries",-89.99,"2018-02-25 00:00:10"
"Groceries",-214.79,"2020-02-15 15:04:23"
"Groceries",-147.10,"1988-12-09 16:36:22"
"Lottery",398.53,"2016-11-21 18:55:20"
"Lottery",17.50,"2007-07-21 03:06:23"
"Utility Bill",-100.93,"2006-04-25 00:10:12"
"Groceries",-136.52,"2010-10-22 17:06:13"
"Lottery",443.71,"1985-02-08 02:06:49"
"Groceries",-165.09,"1983-03-20 12:52:50"
"Rent",-56.01,"1989-04-23 19:46:33"
"Utility Bill",-52.71,"1986-05-07 09:58:50"
"Car Insurance",-215.18,"2016-12-07 17:19:41"
"Utility Bill",-48.92,"2002-12-08 08:38:01"
"Salary",433.56,"1975-07-07 09:45:12"
"Salary",886.71,"2010-12-24 07:27:51"
"Utility Bill",-245.31,"2007-12-09 16:15:28"
"Groceries",-159.85,"1981-06-07 16:10:06"
"Utility Bill",-215.18,"2015-08-05 11:26:00"
"Salary",63.47,"1991-10-15 09:19:02"
"Utility Bill",-71.48,"2005-09-19 02:25:36"
"Rent",-159.28,"1975-07-05 21:11:07"
"Car Insurance",-21.09,"1987-07-19 11:54:26"
"Rent",-245.02,"1989-11-07 16:36:01"
"Utility Bill",-175.56,"1986-03-04 01:23:43"
"Salary",358.85,"2007-05-22 21:03:57"
"Refund",859.20,"1976-09-01 10:14:37"
"Rent",-138.92,"2015-03-02 21:41:07"
"Salary",384.19,"1990-03-01 09:54:59"
"Rent",-220.65,"1989-07-15 02:07:57"
"Groceries",-35.00,"2015-11-12 21:55:11"
"Lottery",605.91,"2010-10-18 12:45:43"
"Car Insurance",-239.16,"2002-08-18 04:33:41"
"Rent",-100.90,"1997-12-24 02:17:15"
"Car Insurance",-241.36,"2005-11-07 12:41:07"
"Utility Bill",-52.49,"1992-04-01 10:29:29"
"Rent",-167.98,"1983-01-13 15:46:42"
"Utility Bill",-123.52,"1988-01-31 23:41:24"
"Lottery",840.74,"1972-07-30 10:02:52"
"Rent",-151.08,"1991-09-12 18:26:43"
"Groceries",-128.34,"2004-08-06 06:23:48"
"Car Insurance",-208.64,"2005-09-15 18:19:25"
"Groceries",-72.26,"1972-02-06 15:49:13"
"Utility Bill",-233.95,"2010-12-15 06:32:36"
"Car Insurance",-151.04,"1971-07-05 19:39:02"
"Lottery",519.07,"1994-03-08 01:20:36"
"Utility Bill",-129.14,"1989-09-24 16:00:30"
"Groceries",-230.45,"2018-04-30 03:06:08"
"Utility Bill",-231.76,"2007-08-17 15:45:36"
"Groceries",-190.31,"2013-11-05 01:11:59"
"Utility Bill",-238.29,"2002-05-19 03:16:17"
"Car Insurance",-171.42,"2018-06-11 06:19:10"
"Utility Bill",-43.32,"1976-05-10 18:35:44"
"Groceries",-107.39,"2001-02-18 15:46:58"
"Rent",-153.97,"1981-03-12 04:50:14"
"Rent",-78.65,"1971-09-25 18:25:58"
"Salary",161.50,"1984-06-05 20:03:09"
"Car Insurance",-226.47,"1991-02-13 18:55:48"
"Car Insurance",-160.54,"2006-02-19 02:42:29"
"Salary",531.26,"2018-05-25 10:11:35"
"Car Insurance",-61.17,"1999-10-10 06:40:27"
"Utility Bill",-248.52,"1975-02-16 13:12:52"
"Refund",34.52,"1979-08-27 09:36:41"
"Groceries",-34.49,"1979-05-31 15:18:59"
"Utility Bill",-140.82,"2000-10-13 12:56:07"
"Utility Bill",-87.78,"1991-03-21 07:54:29"
"Lottery",889.58,"2006-10-08 08:49:02"
"Rent",-56.75,"2005-07-28 09:06:32"
"Groceries",-125.65,"1973-02-09 11:52:52"
"Rent",-143.12,"2002-08-22 15:35:18"
"Rent",-141.38,"1996-10-21 19:33:16"
"Groceries",-163.49,"2020-01-09 15:13:15"
"Car Insurance",-140.69,"2009-03-17 21:36:38"
"Lottery",953.65,"2011-01-29 12:13:03"
"Rent",-229.94,"1994-06-04 12:36:12"
"Groceries",-133.81,"1974-05-25 07:43:41"
"Rent",-124.47,"1977-06-07 23:11:23"
"Rent",-66.81,"2015-05-12 23:55:07"
"Salary",201.69,"2006-07-25 04:53:11"
"Rent",-64.87,"1991-06-04 09:32:20"
"Car Insurance",-212.36,"2015-05-16 13:39:39"
"Rent",-249.70,"1981-10-09 04:12:40"
"Utility Bill",-118.37,"1999-10-05 07:37:49"
"Salary",21.85,"2011-04-03 19:30:05"
"Groceries",-41.92,"1982-09-09 19:50:34"
"Refund",767.41,"1971-12-03 11:55:11"
"Groceries",-236.79,"2005-09-22 00:14:50"
"Rent",-40.15,"1973-06-02 07:36:58"
"Car Insurance",-221.45,"1978-07-31 09:19:18"
"Utility Bill",-79.54,"1993-07-28 03:48:03"
"Refund",772.26,"2020-05-20 06:56:54"
"Groceries",-86.14,"1995-01-05 00:14:12"
"Car Insurance",-140.27,"1992-01-02 19:25:47"
"Utility Bill",-49.81,"1995-12-05 06:29:24"
"Lottery",22.89,"1976-02-11 12:40:15"
"Groceries",-223.15,"1978-08-11 03:46:47"
"Groceries",-133.01,"2014-12-25 06:09:19"
"Utility Bill",-200.74,"1988-08-12 23:34:00"
"Refund",309.85,"2011-06-05 22:08:58"
"Groceries",-13.20,"1994-09-16 13:13:29"
"Utility Bill",-65.75,"2009-06-28 05:05:31"
"Utility Bill",-220.41,"1979-03-20 00:57:42"
"Refund",811.52,"1979-09-23 01:31:14"
"Car Insurance",-168.46,"2007-06-24 05:51:37"
"Utility Bill",-64.77,"1999-08-18 22:11:27"
"Utility Bill",-92.55,"1991-10-21 05:45:36"
"Rent",-158.55,"1999-03-08 05:32:37"
"Groceries",-61.91,"1991-04-03 14:20:34"
"Groceries",-158.67,"1998-06-29 12:24:12"
"Groceries",-241.29,"2001-03-24 01:38:36"
"Rent",-207.70,"1972-03-08 13:32:50"
"Rent",-12.77,"1975-06-21 10:17:59"
"Groceries",-231.12,"2004-04-14 19:16:44"
"Rent",-66.21,"1989-09-03 08:02:32"
"Car Insurance",-38.55,"2013-11-11 23:13:38"
"Lottery",332.03,"1977-07-10 02:37:13"
"Groceries",-38.37,"2007-01-22 22:11:15"
"Utility Bill",-39.87,"2006-10-12 21:33:33"
"Utility Bill",-24.83,"1978-10-19 21:56:57"
"Utility Bill",-9.51,"1976-08-20 08:09:42"
"Utility Bill",-206.63,"1994-02-20 10:15:52"
"Car Insurance",-223.71,"2003-02-23 17:01:09"
"Salary",513.26,"1997-05-19 01:52:42"
"Groceries",-147.43,"1989-12-18 02:48:57"
"Rent",-170.85,"2018-09-21 17:46:20"
"Salary",957.85,"2001-03-23 14:17:22"
"Car Insurance",-151.72,"2004-12-16 00:03:44"
"Utility Bill",-106.39,"1996-04-04 02:19:30"
"Utility Bill",-206.47,"1984-04-03 00:29:51"
"Refund",382.10,"2008-05-24 08:20:11"
"Utility Bill",-168.38,"1971-05-03 16:11:52"
"Groceries",-168.71,"2007-03-26 14:07:11"
"Utility Bill",-102.59,"1992-05-27 05:54:10"
"Car Insurance",-104.59,"2002-12-19 05:09:38"
"Car Insurance",-165.50,"1981-06-25 18:04:08"
"Rent",-139.91,"1997-07-06 07:46:38"
"Groceries",-241.90,"1997-01-09 22:32:41"
"Lottery",964.51,"1992-12-27 14:34:33"
"Car Insurance",-10.26,"1990-01-29 20:09:09"
"Car Insurance",-141.33,"1986-04-30 10:17:48"
"Rent",-43.18,"1982-06-24 15:32:09"
"Groceries",-231.80,"1997-08-05 13:23:24"
"Refund",458.80,"1982-01-25 04:47:12"
"Rent",-200.30,"1984-07-05 01:02:58"
"Car Insurance",-153.55,"1995-07-27 01:25:42"
"Groceries",-140.39,"1998-07-09 04:48:24"
"Car Insurance",-140.20,"1996-03-28 17:06:32"
"Car Insurance",-55.82,"2011-11-21 04:17:28"
"Groceries",-163.42,"1973-05-01 14:03:25"
"Utility Bill",-171.59,"2017-06-28 17:58:15"
"Refund",506.36,"1995-08-21 03:23:23"
"Lottery",367.83,"1990-11-15 14:32:26"
"Groceries",-104.95,"1985-04-13 05:07:17"
"Rent",-166.63,"2019-12-23 07:36:09"
"Car Insurance",-109.13,"2019-12-04 10:02:59"
"Lottery",83.24,"1971-07-10 23:52:46"
"Groceries",-5.40,"1992-11-07 19:44:51"
"Rent",-85.28,"1980-05-09 06:55:26"
"Lottery",475.81,"1981-03-02 19:09:33"
"Car Insurance",-219.05,"2001-08-16 03:33:26"
"Refund",642.76,"1993-07-30 08:36:14"
"Salary",770.02,"1996-07-09 23:35:02"
"Salary",211.57,"1971-02-18 23:54:07"
"Utility Bill",-32.89,"1982-08-20 15:20:46"
"Groceries",-209.14,"2007-10-14 06:02:08"
"Groceries",-121.93,"1992-01-29 11:54:00"
"Utility Bill",-108.89,"2005-06-04 13:22:58"
"Car Insurance",-168.63,"2016-09-09 01:17:10"
"Lottery",380.47,"2003-06-03 14:51:42"
"Car Insurance",-169.26,"1999-07-28 04:29:23"
"Groceries",-220.03,"1997-10-26 06:44:55"
"Rent",-119.99,"1976-11-22 10:00:50"
"Groceries",-208.29,"1996-02-01 16:53:07"
"Lottery",85.45,"2015-02-12 05:20:31"
"Refund",951.42,"1976-01-26 22:27:21"
"Groceries",-7.89,"1981-04-15 14:58:13"
"Groceries",-70.52,"2001-09-24 03:28:23"
"Utility Bill",-206.60,"1980-06-04 05:53:42"
"Groceries",-22.98,"1981-07-27 14:07:18"
"Groceries",-157.61,"1980-03-09 14:32:10"
"Groceries",-212.53,"2019-06-03 04:36:57"
"Lottery",163.17,"2000-09-01 15:16:51"
"Rent",-1.54,"2002-11-17 19:43:44"
"Utility Bill",-82.29,"1997-08-28 03:39:59"
"Groceries",-170.78,"1993-03-24 06:34:49"
"Groceries",-172.70,"1980-04-22 15:47:14"
"Groceries",-191.13,"2013-08-27 09:56:39"
"Lottery",259.27,"2009-10-28 06:53:59"
"Rent",-146.74,"1998-07-28 23:36:55"
"Groceries",-32.15,"2004-07-26 21:35:48"
"Lottery",934.21,"2018-12-17 13:12:24"
"Car Insurance",-61.51,"1992-10-30 23:10:47"
"Car Insurance",-46.52,"2009-01-27 10:03:48"
"Utility Bill",-51.30,"1992-01-17 22:35:31"
"Rent",-203.82,"2011-12-11 17:08:36"
"Car Insurance",-86.49,"1983-12-26 20:35:17"
"Rent",-28.84,"1979-04-09 08:04:00"
"Utility Bill",-83.14,"1970-11-19 17:28:17"
"Groceries",-29.85,"2017-03-05 13:44:07"
"Utility Bill",-60.20,"2005-05-11 01:20:33"
"Rent",-86.39,"2013-01-12 02:40:41"
"Groceries",-187.93,"1976-11-09 04:12:15"
"Groceries",-110.38,"2013-06-13 02:36:45"
"Rent",-241.63,"1971-12-27 16:27:35"
"Rent",-148.39,"1991-11-02 19:11:36"
"Car Insurance",-140.52,"1976-01-20 00:31:24"
"Groceries",-213.41,"1991-09-23 18:52:28"
"Car Insurance",-175.79,"2009-06-01 06:12:20"
"Car Insurance",-102.02,"1971-04-25 14:24:08"
"Rent",-148.01,"1974-05-09 05:15:39"
"Groceries",-48.10,"2005-02-04 07:05:32"
"Rent",-59.97,"1989-10-09 07:02:14"
"Rent",-137.53,"2002-08-15 20:46:53"
"Refund",91.78,"1999-07-22 12:54:30"
"Salary",803.72,"1980-02-26 14:00:02"
"Car Insurance",-137.86,"2019-06-30 13:32:33"
"Groceries",-83.58,"2018-07-29 11:29:50"
"Groceries",-140.33,"1996-06-22 17:23:35"
"Lottery",463.90,"2013-12-03 05:58:24"
"Refund",717.12,"2017-11-09 11:45:42"
"Rent",-56.16,"1978-02-25 19:22:44"
"Salary",128.35,"2002-11-22 02:04:40"
"Refund",96.34,"1980-12-11 17:43:21"
"Rent",-234.21,"1972-08-04 17:53:14"
"Car Insurance",-136.41,"1974-12-14 16:27:51"
"Salary",258.87,"1975-01-16 12:29:59"
"Rent",-80.61,"2011-08-01 05:19:15"
"Car Insurance",-39.77,"1981-05-30 16:43:59"
"Rent",-147.22,"2011-06-20 12:30:29"
"Car Insurance",-195.94,"1982-07-07 22:54:28"
"Salary",286.97,"2019-05-06 07:58:56"
"Refund",508.10,"1981-03-18 16:27:29"
"Utility Bill",-237.23,"1995-08-27 02:12:25"
"Refund",173.38,"2017-06-01 16:15:23"
"Utility Bill",-77.91,"1997-07-22 17:43:14"
"Car Insurance",-7.00,"2010-06-23 14:17:16"
"Groceries",-43.98,"2013-09-17 18:32:49"
"Groceries",-159.44,"1994-04-01 06:34:41"
"Refund",321.96,"2006-04-03 08:05:07"
"Salary",354.76,"2009-12-14 12:03:22"
"Lottery",757.80,"1982-03-17 04:25:56"
"Lottery",521.00,"1979-07-22 01:10:28"
"Groceries",-10.13,"1992-08-31 18:27:08"
"Car Insurance",-148.39,"2009-12-23 05:12:23"
"Groceries",-170.97,"1987-04-19 11:38:04"
"Utility Bill",-58.83,"1997-10-17 17:58:48"
"Salary",535.57,"1983-10-05 20:55:11"
"Lottery",578.77,"2019-01-21 00:40:53"
"Utility Bill",-41.82,"1970-05-24 07:41:30"
"Rent",-34.92,"1977-01-16 12:59:50"
"Car Insurance",-167.18,"1982-02-02 20:34:35"
"Groceries",-242.95,"1982-09-22 03:03:01"
"Car Insurance",-195.12,"1988-08-08 03:40:38"
"Groceries",-210.65,"1973-05-27 19:20:46"
"Car Insurance",-18.62,"2018-09-05 17:29:26"
"Groceries",-164.90,"1982-09-21 01:24:45"
"Car Insurance",-68.01,"1987-09-14 20:33:28"
"Groceries",-222.57,"1992-01-01 11:29:57"
"Lottery",156.61,"1992-12-31 08:21:13"
"Rent",-104.61,"1997-05-13 16:22:02"
"Groceries",-3.48,"1988-09-22 16:50:44"
"Refund",178.55,"2014-12-30 08:47:40"
"Utility Bill",-183.68,"2013-11-13 03:38:18"
"Salary",895.00,"2007-01-02 17:51:18"
"Utility Bill",-117.13,"1983-05-13 08:54:36"
"Lottery",76.73,"2008-09-05 00:40:09"
"Groceries",-29.72,"2005-10-01 16:25:17"
"Groceries",-183.61,"1980-08-28 07:49:55"
"Lottery",159.92,"1998-03-13 01:20:43"
"Utility Bill",-108.37,"2012-01-13 06:58:26"
"Groceries",-132.42,"2010-01-31 12:48:58"
"Rent",-215.64,"1985-11-29 11:49:34"
"Rent",-108.04,"1971-02-15 15:29:43"
"Car Insurance",-160.69,"2014-08-22 06:43:55"
"Car Insurance",-23.54,"2011-07-19 02:48:29"
"Refund",855.65,"2009-09-23 15:29:27"
"Salary",287.13,"1984-12-26 01:17:42"
"Rent",-25.13,"2015-05-13 07:41:58"
"Groceries",-248.20,"2018-08-14 07:21:35"
"Groceries",-207.80,"1977-07-07 08:32:15"
"Groceries",-179.58,"2013-12-13 18:57:57"
"Car Insurance",-221.52,"2001-04-14 10:44:10"
"Car Insurance",-53.92,"2012-11-03 18:56:38"
"Utility Bill",-81.31,"1971-01-09 09:42:53"
"Groceries",-7.99,"1979-01-27 20:17:58"
"Rent",-42.76,"1989-06-21 14:39:56"
"Car Insurance",-62.50,"2000-03-10 03:15:02"
"Rent",-89.29,"1973-06-14 11:24:02"
"Groceries",-202.19,"1970-03-05 04:26:44"
"Groceries",-242.95,"1996-05-25 03:54:03"
"Utility Bill",-232.35,"1990-09-23 19:33:35"
"Refund",689.57,"2009-02-27 05:29:21"
"Groceries",-18.19,"2007-10-03 12:27:23"
"Refund",282.24,"2001-03-17 14:27:38"
"Groceries",-210.45,"2006-06-27 07:14:20"
"Groceries",-197.34,"1978-07-11 21:47:50"
"Groceries",-157.76,"1990-07-18 10:38:17"
"Car Insurance",-194.84,"2004-10-09 23:13:56"
"Groceries",-72.83,"1993-10-06 18:32:12"
"Refund",878.87,"2001-08-05 20:05:17"
"Groceries",-109.77,"1995-07-06 00:06:18"
"Refund",480.43,"1981-04-28 01:06:44"
"Utility Bill",-107.60,"1976-07-23 20:24:44"
"Lottery",513.53,"2001-07-30 03:43:05"
"Utility Bill",-53.14,"2002-10-19 23:28:39"
"Utility Bill",-74.05,"1980-01-22 02:54:15"
"Refund",393.94,"1988-10-07 14:07:17"
"Groceries",-232.85,"1990-03-25 18:55:57"
"Car Insurance",-168.34,"1992-04-09 04:17:39"
"Rent",-117.02,"2011-11-03 01:00:33"
"Rent",-67.17,"1989-04-23 07:37:42"
"Lottery",618.60,"2018-12-01 13:25:23"
"Utility Bill",-69.60,"2012-03-13 19:51:48"
"Utility Bill",-158.92,"2016-09-09 03:25:07"
"Rent",-5.19,"2000-10-24 00:57:51"
"Salary",609.40,"1974-11-05 15:44:09"
"Car Insurance",-207.84,"1972-07-08 02:04:02"
"Car Insurance",-181.43,"2018-10-29 23:58:08"
"Groceries",-176.56,"2016-12-12 04:24:03"
"Utility Bill",-160.50,"1977-07-13 15:36:13"
"Utility Bill",-151.11,"2011-09-30 17:22:10"
"Car Insurance",-46.65,"1996-07-18 14:33:18"
"Groceries",-70.70,"2019-11-14 09:37:06"
"Refund",639.40,"1980-07-29 05:34:57"
"Groceries",-224.25,"2012-06-05 07:26:41"
"Lottery",57.21,"1991-02-23 14:13:23"
"Rent",-52.68,"1972-12-18 03:21:36"
"Rent",-115.93,"2006-04-12 16:14:10"
"Salary",674.18,"1986-04-18 14:53:11"
"Lottery",368.58,"2009-09-15 09:22:42"
"Car Insurance",-174.94,"2014-01-09 21:34:59"
"Rent",-13.92,"2019-04-23 03:32:08"
"Groceries",-228.36,"2000-05-06 06:58:20"
"Lottery",931.39,"2019-07-27 22:29:06"
"Rent",-129.41,"1971-03-12 01:59:06"
"Lottery",141.80,"1972-09-08 13:51:28"
"Car Insurance",-196.54,"1987-11-03 04:51:06"
"Salary",831.63,"1992-01-08 04:03:17"
"Refund",206.44,"2016-01-12 00:58:30"
"Car Insurance",-122.39,"1993-07-25 06:49:31"
"Car Insurance",-111.71,"2016-01-11 17:46:46"
"Groceries",-241.80,"1998-02-07 20:41:21"
"Car Insurance",-241.75,"1999-09-20 08:22:51"
"Rent",-245.07,"2002-11-27 16:49:46"
"Groceries",-248.91,"2012-11-11 18:19:08"
"Groceries",-200.80,"1991-02-21 01:14:33"
"Groceries",-194.66,"1970-10-18 13:59:31"
"Utility Bill",-3.66,"1997-02-18 19:45:59"
"Groceries",-23.97,"2005-04-15 01:15:53"
"Utility Bill",-69.67,"2011-06-09 00:49:41"
"Groceries",-131.65,"2004-03-09 15:28:01"
"Utility Bill",-248.80,"1988-01-12 23:38:38"
"Utility Bill",-23.62,"1994-12-24 13:00:34"
"Car Insurance",-31.11,"2017-06-12 05:22:00"
"Car Insurance",-111.00,"1975-10-01 11:44:24"
"Utility Bill",-228.58,"1994-01-26 09:38:50"
"Groceries",-238.28,"1970-05-27 10:04:44"
"Car Insurance",-90.97,"1982-06-07 02:12:37"
"Groceries",-30.25,"2017-05-20 03:45:00"
"Refund",644.91,"1970-07-18 16:04:09"
"Salary",967.31,"1983-04-20 17:46:18"
"Salary",927.35,"1990-06-16 13:20:54"
"Utility Bill",-42.00,"1970-09-03 21:04:28"
"Car Insurance",-199.39,"1988-06-17 21:24:07"
"Utility Bill",-83.32,"2004-04-12 03:37:25"
"Salary",450.70,"2006-04-01 14:06:07"
"Car Insurance",-223.76,"1978-11-04 11:02:51"
"Rent",-172.16,"1991-02-07 16:58:52"
"Rent",-148.84,"1974-07-19 21:38:53"
"Salary",729.54,"2018-08-10 23:31:20"
"Salary",184.39,"2006-03-04 03:55:39"
"Rent",-76.58,"1992-07-16 06:31:02"
"Salary",780.41,"1980-02-01 17:08:12"
"Salary",57.38,"2013-06-18 11:51:05"
"Refund",208.54,"1995-05-23 14:25:23"
"Lottery",901.48,"2009-06-15 16:32:04"
"Groceries",-145.42,"1993-02-01 04:12:02"
"Rent",-243.76,"1981-11-14 05:31:22"
"Utility Bill",-43.15,"2020-03-21 05:22:57"
"Utility Bill",-220.58,"1986-02-28 04:53:48"
"Rent",-179.75,"1987-03-22 12:56:21"
"Groceries",-201.62,"2013-09-04 03:33:23"
"Utility Bill",-233.38,"1996-11-21 08:13:12"
"Rent",-203.85,"1979-08-10 07:42:32"
"Lottery",975.16,"1983-09-28 15:50:48"
"Refund",838.70,"2006-11-01 14:04:57"
"Utility Bill",-124.55,"1980-08-10 06:58:47"
"Groceries",-112.73,"1992-09-01 23:13:43"
"Car Insurance",-213.46,"2016-04-11 16:55:10"
"Utility Bill",-90.59,"1971-10-05 21:51:58"
"Rent",-111.32,"1971-04-18 08:44:54"
"Groceries",-27.34,"1977-10-08 04:42:31"
"Lottery",175.72,"1974-10-24 10:59:36"
"Utility Bill",-32.92,"1978-07-10 01:59:36"
"Groceries",-37.68,"2009-02-28 04:25:57"
"Groceries",-240.25,"1991-12-11 17:26:42"
"Salary",443.23,"1971-01-26 01:38:48"
"Car Insurance",-55.02,"2015-07-10 02:17:46"
"Car Insurance",-222.71,"1976-07-01 08:12:01"
"Utility Bill",-239.46,"2019-09-10 14:03:48"
"Groceries",-10.51,"1980-03-25 03:08:54"
"Rent",-112.03,"2010-12-19 17:44:01"
"Lottery",618.50,"2018-07-21 06:04:29"
"Salary",958.76,"1983-12-01 17:55:05"
"Car Insurance",-97.25,"1973-09-28 23:37:30"
"Utility Bill",-220.75,"2015-04-13 07:13:06"
"Salary",326.90,"1986-09-29 18:21:54"
"Utility Bill",-60.83,"1996-11-13 07:14:54"
"Rent",-23.41,"2012-12-06 23:32:01"
"Salary",112.74,"1992-06-21 10:50:46"
"Refund",269.61,"1980-12-22 13:26:12"
"Car Insurance",-226.47,"1989-02-18 01:30:36"
"Car Insurance",-124.98,"1991-04-30 21:13:02"
"Rent",-61.65,"1971-12-24 15:05:05"
"Utility Bill",-83.31,"1979-10-27 20:25:40"
"Rent",-247.45,"1988-09-13 15:55:30"
"Lottery",720.74,"2006-05-04 17:55:44"
"Car Insurance",-229.87,"2011-09-27 04:37:49"
"Rent",-82.03,"2009-12-09 11:30:02"
"Utility Bill",-58.95,"2007-05-12 08:21:08"
"Groceries",-112.92,"1973-05-11 15:00:17"
"Salary",950.87,"1978-11-10 08:07:13"
"Car Insurance",-160.01,"1995-03-02 17:07:25"
"Utility Bill",-89.86,"2019-01-01 13:36:31"
"Groceries",-147.93,"1974-05-30 15:13:21"
"Groceries",-110.17,"1974-05-03 16:27:15"
"Refund",891.05,"1977-06-09 18:34:36"
"Rent",-42.57,"2018-05-22 21:32:49"
"Utility Bill",-7.51,"1974-12-11 13:28:12"
"Groceries",-27.57,"2013-12-14 18:56:18"
"Groceries",-158.47,"1992-06-03 07:46:37"
"Car Insurance",-140.50,"2007-07-25 13:39:19"
"Groceries",-50.11,"2005-02-04 22:25:17"
"Utility Bill",-93.30,"1999-02-22 07:15:27"
"Utility Bill",-221.03,"1973-01-04 09:43:01"
"Utility Bill",-37.71,"1999-07-22 13:13:20"
"Utility Bill",-74.09,"1980-07-19 08:32:05"
"Utility Bill",-64.71,"1972-10-07 14:55:11"
"Utility Bill",-32.54,"1985-09-05 00:49:06"
"Rent",-165.12,"2003-02-19 01:55:04"
"Utility Bill",-128.04,"1978-04-03 16:48:41"
"Utility Bill",-85.78,"2011-10-27 01:55:49"
"Refund",302.42,"2012-02-05 00:01:36"
"Rent",-159.90,"2014-08-09 11:41:49"
"Rent",-108.65,"1979-12-03 14:32:35"
"Rent",-13.50,"2018-06-21 13:55:56"
"Refund",383.03,"1986-10-09 00:35:30"
"Rent",-129.65,"1990-05-22 12:58:27"
"Utility Bill",-33.39,"1985-02-22 07:28:20"
"Rent",-135.95,"2019-02-16 20:09:58"
"Utility Bill",-176.27,"1987-02-21 01:26:30"
"Groceries",-170.34,"1973-07-19 23:41:41"
"Utility Bill",-239.72,"1981-11-01 17:26:51"
"Refund",516.75,"2010-03-30 05:01:50"
"Car Insurance",-73.78,"2004-05-06 19:18:48"
